City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,Ancud,-41.8697,-73.8203,46.22,88,39,3.62,CL,2022-06-15 22:46:29
270,Clyde River,70.4692,-68.5914,34.03,93,100,29.93,CA,2022-06-15 22:46:29
271,Nome,64.5011,-165.4064,46.17,81,100,13.8,US,2022-06-15 22:46:29
272,Sistranda,63.7256,8.834,51.76,95,100,9.69,NO,2022-06-15 22:47:30
273,Cabo San Lucas,22.8909,-109.9124,96.62,62,9,12.82,MX,2022-06-15 22:44:08
274,Katsuura,35.1333,140.3,68.22,89,100,3.29,JP,2022-06-15 22:47:30
275,Bowen,-20.0167,148.2333,69.82,71,27,8.05,AU,2022-06-15 22:47:30
276,Hasaki,35.7333,140.8333,68.29,88,100,3.31,JP,2022-06-15 22:47:31
277,Sinnamary,5.3833,-52.95,77.25,85,39,8.21,GF,2022-06-15 22:47:31
278,Warri,5.5167,5.75,74.44,96,48,3.87,NG,2022-06-15 22:47:31
279,Poenari,45.3167,24.65,51.98,88,16,4.29,RO,2022-06-15 22:47:32
280,Laguna,38.421,-121.4238,99.75,15,0,6.91,US,2022-06-15 22:45:36
281,Neryungri,56.6709,124.6491,59.32,55,11,5.21,RU,2022-06-15 22:47:32
282,Kalmanka,52.8992,83.5433,57.29,91,99,6.17,RU,2022-06-15 22:47:32
283,Naryan-Mar,67.6713,53.087,44.04,81,54,7.18,RU,2022-06-15 22:47:33
284,Kholtoson,50.2981,103.3097,57.02,98,100,1.03,RU,2022-06-15 22:47:33
285,Tera,14.0078,0.7531,91.9,40,96,12.1,NE,2022-06-15 22:47:33
286,Acari,-15.4311,-74.6158,63.39,76,30,4.59,PE,2022-06-15 22:47:34
287,La Rioja,42.25,-2.5,65.98,39,91,3.22,ES,2022-06-15 22:47:34
288,Broome,42.2506,-75.833,84.65,47,0,5.75,US,2022-06-15 22:47:34
289,Ardahan,41.1087,42.7022,46.26,94,83,3.78,TR,2022-06-15 22:47:34
290,Vrangel,42.7297,133.0839,55.62,94,100,3.85,RU,2022-06-15 22:47:35
291,Kruisfontein,-34.0033,24.7314,46.89,80,60,10.6,ZA,2022-06-15 22:47:35
292,Turukhansk,65.8167,87.9833,64.81,77,100,9.15,RU,2022-06-15 22:47:35
293,Khilok,51.3674,110.4676,65.26,51,57,1.01,RU,2022-06-15 22:47:36
294,Barcelona,41.3888,2.159,79.63,79,20,2.3,ES,2022-06-15 22:47:36
295,Pazaric,43.7886,18.1608,57.42,77,0,3.44,BA,2022-06-15 22:47:36
296,Lata,40.1629,-8.3327,63.66,97,40,3.29,PT,2022-06-15 22:47:36
297,Mollendo,-17.0231,-72.0147,60.75,80,78,4.99,PE,2022-06-15 22:47:37
298,Rorvik,64.8621,11.2373,50.81,94,100,9.71,NO,2022-06-15 22:47:37
299,Chara,56.9064,118.2631,63.12,49,100,1.32,RU,2022-06-15 22:47:37
300,Wuning,29.2589,120.2311,73.15,86,92,1.61,CN,2022-06-15 22:47:38
301,San Juan De Los Morros,9.9115,-67.3538,74.32,82,76,1.92,VE,2022-06-15 22:47:38
302,Bubaque,11.2833,-15.8333,80.33,83,97,12.37,GW,2022-06-15 22:47:38
303,Puerto Madryn,-42.7692,-65.0385,50.18,69,98,7.99,AR,2022-06-15 22:46:32
304,Acapulco,16.8634,-99.8901,78.62,89,100,6.91,MX,2022-06-15 22:47:39
305,Tilichiki,60.4667,166.1,50.56,69,99,9.31,RU,2022-06-15 22:47:39
306,Tucuman,-26.8241,-65.2226,55.4,58,61,3.44,AR,2022-06-15 22:45:00
307,Shahganj,26.05,82.6833,91.06,48,80,13.15,IN,2022-06-15 22:47:39
308,Klaksvik,62.2266,-6.589,50.92,98,100,9.19,FO,2022-06-15 22:47:40
309,Katobu,-4.9408,122.5276,74.1,97,100,3.53,ID,2022-06-15 22:47:40
310,Komsomolskiy,40.4272,71.7189,75.92,41,98,4.61,UZ,2022-06-15 22:47:40
311,Moa,20.6569,-74.9403,80.96,82,34,8.41,CU,2022-06-15 22:47:41
312,Mount Isa,-20.7333,139.5,60.57,51,10,0.0,AU,2022-06-15 22:44:28
313,Fort-Shevchenko,44.5086,50.263,78.4,53,84,10.47,KZ,2022-06-15 22:47:41
314,Lollar,50.6465,8.705,69.4,87,14,5.3,DE,2022-06-15 22:47:41
315,Macusani,-14.0833,-70.4333,32.76,83,12,5.97,PE,2022-06-15 22:47:42
316,Vila Franca Do Campo,37.7167,-25.4333,66.2,90,46,7.72,PT,2022-06-15 22:47:42
317,Esperance,-33.8667,121.9,54.7,71,0,9.22,AU,2022-06-15 22:48:42
318,Lebedyn,50.5852,34.4849,50.85,90,2,6.38,UA,2022-06-15 22:48:43
319,Ossora,59.2353,163.0719,53.08,71,100,12.86,RU,2022-06-15 22:48:43
320,Dahod,22.8333,74.2667,80.47,75,75,15.7,IN,2022-06-15 22:48:43
321,Riachao Das Neves,-11.7461,-44.91,73.78,46,14,2.75,BR,2022-06-15 22:48:44
322,Pahalgam,34.0333,75.3333,54.59,67,47,3.94,IN,2022-06-15 22:48:44
323,Pundaguitan,6.3711,126.1689,81.99,76,81,10.76,PH,2022-06-15 22:48:44
324,Menongue,-14.6585,17.691,52.83,46,39,3.98,AO,2022-06-15 22:48:44
325,Monteagudo,-19.8167,-63.9833,58.55,61,0,3.02,BO,2022-06-15 22:48:45
326,Prado,-17.3411,-39.2208,69.84,74,89,7.43,BR,2022-06-15 22:48:45
327,Saint George,37.1041,-113.5841,97.43,7,0,5.01,US,2022-06-15 22:44:44
328,Itarema,-2.9248,-39.9167,77.11,79,72,11.86,BR,2022-06-15 22:48:45
329,Nicoya,10.1483,-85.452,73.49,95,100,2.08,CR,2022-06-15 22:48:46
330,Lazaro Cardenas,17.9583,-102.2,82.0,74,100,3.69,MX,2022-06-15 22:45:46
331,Yenagoa,4.9247,6.2642,74.53,95,57,4.21,NG,2022-06-15 22:46:51
332,Sangin,32.0728,64.8359,85.55,15,0,10.02,AF,2022-06-15 22:48:46
333,Gizo,-8.103,156.8419,83.43,72,63,8.05,SB,2022-06-15 22:48:46
334,Gimli,50.6336,-96.9907,71.62,43,6,18.41,CA,2022-06-15 22:48:47
335,Qui Nhon,13.7667,109.2333,78.66,87,95,3.58,VN,2022-06-15 22:48:47
336,Oelde,51.8167,8.15,62.89,90,62,6.91,DE,2022-06-15 22:48:47
337,Orai,25.9833,79.4667,89.94,49,49,15.14,IN,2022-06-15 22:48:48
338,Eureka,40.8021,-124.1637,74.68,69,61,8.01,US,2022-06-15 22:45:13
339,Ihosy,-22.4,46.1167,59.23,86,12,0.78,MG,2022-06-15 22:48:48
340,Muros,42.7762,-9.0603,68.09,74,97,7.85,ES,2022-06-15 22:48:48
341,San Patricio,28.017,-97.5169,92.16,52,77,19.64,US,2022-06-15 22:48:49
342,Fram,-26.9833,-55.8833,66.79,90,0,5.26,PY,2022-06-15 22:48:49
343,Salo,45.6086,10.531,77.09,84,44,2.89,IT,2022-06-15 22:48:49
344,Kavieng,-2.5744,150.7967,84.09,70,29,13.2,PG,2022-06-15 22:48:50
345,San Carlos De Bariloche,-41.1456,-71.3082,35.35,87,20,4.61,AR,2022-06-15 22:48:50
346,Waipawa,-41.4122,175.5153,55.11,62,96,16.71,NZ,2022-06-15 22:48:50
347,Namie,37.4833,141.0,72.72,81,98,1.52,JP,2022-06-15 22:48:50
348,Yerbogachen,61.2767,108.0108,63.88,75,38,1.43,RU,2022-06-15 22:48:51
349,Port Elizabeth,-33.918,25.5701,49.1,88,20,10.36,ZA,2022-06-15 22:44:35
350,San Quintin,30.4833,-115.95,69.28,59,1,8.25,MX,2022-06-15 22:45:09
351,Paita,-5.0892,-81.1144,66.76,74,0,19.33,PE,2022-06-15 22:48:51
352,Igarka,67.4667,86.5833,64.4,67,99,9.66,RU,2022-06-15 22:48:52
353,Tual,-5.6667,132.75,82.76,78,88,20.76,ID,2022-06-15 22:47:38
354,Klyuchi,52.2667,79.1667,56.61,75,46,7.11,RU,2022-06-15 22:48:52
355,Medea,36.2642,2.7539,77.23,29,100,1.81,DZ,2022-06-15 22:48:52
356,Hovd,48.0056,91.6419,65.84,48,40,2.21,MN,2022-06-15 22:48:53
357,Salalah,17.0151,54.0924,84.29,84,75,11.5,OM,2022-06-15 22:48:53
358,Dharchula,29.85,80.5333,70.83,68,41,4.27,IN,2022-06-15 22:48:53
359,Darhan,49.4867,105.9228,65.82,80,100,2.28,MN,2022-06-15 22:48:54
360,Preobrazheniye,42.9019,133.9064,54.66,93,100,2.98,RU,2022-06-15 22:48:54
361,San Felipe,10.3399,-68.7425,77.47,72,67,2.39,VE,2022-06-15 22:48:54
362,Khani,41.9563,42.9566,56.77,97,89,1.81,GE,2022-06-15 22:48:54
363,Poum,-20.2333,164.0167,78.71,77,4,17.54,NC,2022-06-15 22:49:55
364,Jizan,17.3333,42.6667,92.34,71,98,4.09,SA,2022-06-15 22:49:55
365,Narsaq,60.9167,-46.05,52.02,67,11,4.23,GL,2022-06-15 22:49:55
366,Churapcha,62.0025,132.4325,59.5,80,91,3.78,RU,2022-06-15 22:49:56
367,Bilma,18.6853,12.9164,90.48,31,61,6.13,NE,2022-06-15 22:49:56
368,Berkak,62.825,10.0118,48.78,94,100,2.95,NO,2022-06-15 22:49:56
369,Lashio,22.9333,97.75,67.23,100,100,1.86,MM,2022-06-15 22:49:56
370,Beringovskiy,63.05,179.3167,44.71,79,100,19.13,RU,2022-06-15 22:49:57
371,Vysokaya Gora,55.9128,49.3017,62.78,94,78,6.04,RU,2022-06-15 22:49:57
372,Pacet,-8.0786,111.8818,74.41,93,90,0.31,ID,2022-06-15 22:49:57
373,Brunswick,41.2381,-81.8418,93.42,55,0,14.97,US,2022-06-15 22:49:58
374,Mlonggo,-6.5333,110.7,77.88,86,100,5.23,ID,2022-06-15 22:49:58
375,Itoman,26.1247,127.6694,77.02,94,100,19.57,JP,2022-06-15 22:49:58
376,Jogeva,58.7467,26.3939,49.89,81,0,9.42,EE,2022-06-15 22:49:59
377,Omboue,-1.5746,9.2618,73.26,87,38,6.93,GA,2022-06-15 22:49:59
378,Zhezkazgan,47.8043,67.7144,60.87,53,2,7.34,KZ,2022-06-15 22:49:59
379,Saquena,-4.6667,-73.5167,73.65,81,61,2.71,PE,2022-06-15 22:49:59
380,Isangel,-19.55,169.2667,78.93,80,11,17.13,VU,2022-06-15 22:50:00
381,Chiredzi,-21.05,31.6667,59.97,45,3,5.46,ZW,2022-06-15 22:50:00
382,Ponta Do Sol,32.6667,-17.1,68.63,72,38,11.5,PT,2022-06-15 22:50:00
383,Ekpoma,6.7421,6.139,69.84,99,19,3.74,NG,2022-06-15 22:50:01
384,Nelson Bay,-32.7167,152.15,56.1,73,1,1.99,AU,2022-06-15 22:50:01
385,Acajutla,13.5928,-89.8275,79.56,76,100,11.65,SV,2022-06-15 22:50:01
386,Mocuba,-16.8392,36.9856,64.2,83,0,4.41,MZ,2022-06-15 22:50:02
387,Yulara,-25.2406,130.9889,55.36,55,7,6.29,AU,2022-06-15 22:50:02
388,Dong Hoi,17.4833,106.6,79.68,81,100,5.97,VN,2022-06-15 22:50:03
389,Moindou,-21.6924,165.677,77.47,74,21,5.01,NC,2022-06-15 22:46:39
390,Hirara,24.8,125.2833,80.87,94,75,8.05,JP,2022-06-15 22:50:03
391,Krasnyy Yar,46.5331,48.3456,75.13,30,96,9.01,RU,2022-06-15 22:50:03
392,Marsh Harbour,26.5412,-77.0636,81.93,71,100,7.09,BS,2022-06-15 22:50:04
393,Basco,20.4487,121.9702,84.9,75,99,7.29,PH,2022-06-15 22:50:04
394,Araouane,18.9048,-3.5265,93.29,21,17,5.17,ML,2022-06-15 22:50:04
395,Traverse City,44.7631,-85.6206,91.47,54,20,11.5,US,2022-06-15 22:49:04
396,Berdigestyakh,62.0989,126.6992,66.69,51,75,6.38,RU,2022-06-15 22:50:05
397,Sorland,67.667,12.6934,44.46,83,18,3.51,NO,2022-06-15 22:50:05
398,Rabo De Peixe,37.8,-25.5833,65.28,91,40,9.22,PT,2022-06-15 22:50:05
399,Xichang,27.8964,102.2634,60.73,93,92,1.72,CN,2022-06-15 22:50:05
400,Havre,49.5833,0.3333,62.2,63,43,0.0,FR,2022-06-15 22:50:06
401,Guayaramerin,-10.8368,-65.3614,77.74,68,32,0.78,BO,2022-06-15 22:47:02
402,Puerto Leguizamo,-0.1934,-74.7819,75.74,78,87,2.01,CO,2022-06-15 22:50:06
403,Rawson,-43.3002,-65.1023,49.26,68,31,8.95,AR,2022-06-15 22:50:06
404,Turbat,26.0023,63.044,81.72,73,1,6.35,PK,2022-06-15 22:50:03
405,College,64.8569,-147.8028,72.0,52,75,8.05,US,2022-06-15 22:50:07
406,Cache Creek,50.8101,-121.3246,77.92,30,82,6.64,CA,2022-06-15 22:50:07
407,Palo Alto,37.4419,-122.143,90.3,47,0,18.41,US,2022-06-15 22:48:12
408,Slave Lake,55.2834,-114.769,66.18,55,75,17.27,CA,2022-06-15 22:45:16
409,Diamantina,-18.2494,-43.6003,54.99,73,91,4.32,BR,2022-06-15 22:50:08
410,Kiama,-34.6833,150.8667,61.57,66,69,5.88,AU,2022-06-15 22:51:08
411,Mitsamiouli,-11.3847,43.2844,77.77,78,2,8.5,KM,2022-06-15 22:49:56
412,Qaqortoq,60.7167,-46.0333,40.3,74,10,5.53,GL,2022-06-15 22:51:08
413,Mahebourg,-20.4081,57.7,74.25,78,75,17.27,MU,2022-06-15 22:51:09
414,Havre-Saint-Pierre,50.2334,-63.5986,66.56,55,0,13.8,CA,2022-06-15 22:51:09
415,Haifa,32.8156,34.9892,73.17,83,1,9.37,IL,2022-06-15 22:51:09
416,Lichinga,-13.3128,35.2406,59.09,94,0,3.44,MZ,2022-06-15 22:51:10
417,Manavalakurichi,8.1333,77.3,79.43,81,100,13.62,IN,2022-06-15 22:51:10
418,Antalaha,-14.9003,50.2788,69.6,90,26,5.21,MG,2022-06-15 22:51:10
419,Ayan,56.45,138.1667,43.39,91,95,1.52,RU,2022-06-15 22:48:07
420,Whitianga,-36.8333,175.7,59.31,63,59,11.79,NZ,2022-06-15 22:51:11
421,Korla,41.7597,86.1469,81.46,20,75,11.95,CN,2022-06-15 22:51:11
422,Oyem,1.5995,11.5793,67.17,98,96,1.81,GA,2022-06-15 22:51:11
423,Riyadh,24.6877,46.7219,87.94,17,0,3.15,SA,2022-06-15 22:47:06
424,Crnomelj,45.5711,15.1889,64.4,92,48,2.77,SI,2022-06-15 22:51:12
425,Coolum Beach,-26.5333,153.1,62.22,94,77,3.78,AU,2022-06-15 22:48:09
426,Tiznit,29.5833,-9.5,66.24,78,58,2.86,MA,2022-06-15 22:51:12
427,Marrakesh,31.6315,-8.0083,73.47,68,40,4.61,MA,2022-06-15 22:48:24
428,Nantucket,41.2835,-70.0995,69.94,60,0,12.66,US,2022-06-15 22:48:52
429,Uray,60.1247,64.7758,54.64,71,15,5.14,RU,2022-06-15 22:51:12
430,Kemijarvi,66.7131,27.4306,44.06,97,100,12.26,FI,2022-06-15 22:51:13
431,Zhigansk,66.7697,123.3711,50.99,64,4,18.07,RU,2022-06-15 22:51:13
432,Lujan,-34.5703,-59.105,56.95,92,100,4.29,AR,2022-06-15 22:51:13
433,Springbok,-29.6643,17.8865,44.96,48,45,13.22,ZA,2022-06-15 22:51:14
434,Sisimiut,66.9395,-53.6735,38.75,63,79,3.98,GL,2022-06-15 22:51:14
435,Matara,5.9485,80.5353,78.12,86,100,11.95,LK,2022-06-15 22:51:14
436,Lithakia,37.7167,20.8333,69.17,74,94,8.05,GR,2022-06-15 22:49:07
437,Vanimo,-2.6741,141.3028,81.27,76,57,6.38,PG,2022-06-15 22:51:15
438,Victoria Point,-27.5833,153.3,62.94,90,11,4.0,AU,2022-06-15 22:51:15
439,Myaundzha,63.0494,147.1858,51.21,63,93,3.51,RU,2022-06-15 22:51:15
440,Maldonado,-34.6667,-54.9167,55.22,89,98,4.65,UY,2022-06-15 22:51:16
441,Solnechnyy,50.7214,136.6319,70.83,52,7,3.18,RU,2022-06-15 22:51:16
442,Yaring,6.8662,101.3689,78.3,84,100,3.98,TH,2022-06-15 22:51:16
443,Caravelas,-17.7125,-39.2481,71.29,65,68,8.21,BR,2022-06-15 22:46:17
444,Bako,5.7833,36.5667,60.96,87,100,5.59,ET,2022-06-15 22:51:17
445,La Ronge,55.1001,-105.2842,61.05,63,75,5.75,CA,2022-06-15 22:51:17
446,Carlagan,14.975,122.0456,83.39,77,88,1.92,PH,2022-06-15 22:51:17
447,Iracoubo,5.4802,-53.2011,77.07,86,42,8.16,GF,2022-06-15 22:51:17
448,Saint Anthony,45.0205,-93.218,75.25,66,20,5.75,US,2022-06-15 22:51:18
449,Olden,61.8364,6.8064,54.1,97,100,3.8,NO,2022-06-15 22:51:18
450,Buala,-8.145,159.5921,82.27,77,96,9.8,SB,2022-06-15 22:51:18
451,Banda Aceh,5.5577,95.3222,78.49,76,100,6.4,ID,2022-06-15 22:51:19
452,Takaka,-40.85,172.8,54.55,64,58,7.96,NZ,2022-06-15 22:51:19
453,Urdaneta,15.9761,120.5711,80.49,80,67,2.84,PH,2022-06-15 22:51:19
454,Sitka,57.0531,-135.33,62.49,51,0,8.05,US,2022-06-15 22:51:19
455,Pedernales,18.0384,-71.744,84.47,64,100,13.49,DO,2022-06-15 22:51:20
456,Mackay,-21.15,149.2,69.67,78,40,11.43,AU,2022-06-15 22:51:20
457,Shizunai,42.3339,142.3669,57.78,99,100,11.86,JP,2022-06-15 22:51:20
458,Gemena,3.25,19.7667,71.82,91,97,1.01,CD,2022-06-15 22:51:21
459,Mortka,59.3322,66.0214,52.11,84,14,5.26,RU,2022-06-15 22:51:21
460,Karratha,-20.7377,116.8463,71.08,53,32,8.95,AU,2022-06-15 22:52:21
461,Bosaso,11.2842,49.1816,92.3,41,44,17.63,SO,2022-06-15 22:52:22
462,Taywarah,33.35,64.4167,53.64,36,0,4.16,AF,2022-06-15 22:52:22
463,Wajima,37.4,136.9,66.87,92,100,11.36,JP,2022-06-15 22:52:22
464,Bambanglipuro,-7.95,110.2833,75.2,88,59,3.31,ID,2022-06-15 22:52:23
465,Coos Bay,43.3665,-124.2179,63.99,86,40,13.8,US,2022-06-15 22:52:23
466,Hoi An,15.8794,108.335,76.96,86,100,5.86,VN,2022-06-15 22:52:23
467,Pitimbu,-7.4706,-34.8086,75.79,79,8,5.66,BR,2022-06-15 22:52:24
468,Atikokan,48.7555,-91.6216,58.98,93,100,7.27,CA,2022-06-15 22:52:24
469,Odessa,46.4775,30.7326,63.9,52,3,6.73,UA,2022-06-15 22:52:24
470,Havelock,34.8791,-76.9013,86.0,51,0,8.01,US,2022-06-15 22:52:24
471,Stornoway,58.2093,-6.3865,53.56,92,100,8.05,GB,2022-06-15 22:52:25
472,Cairns,-16.9167,145.7667,75.15,69,33,9.22,AU,2022-06-15 22:49:56
473,Kondinskoye,59.6481,67.41,53.01,87,73,7.31,RU,2022-06-15 22:52:25
474,Abalak,58.1286,68.5944,50.95,92,60,4.92,RU,2022-06-15 22:52:26
475,Cabedelo,-6.9811,-34.8339,75.87,79,8,7.49,BR,2022-06-15 22:52:26
476,Yarmouth,41.7057,-70.2286,70.27,70,0,10.0,US,2022-06-15 22:47:38
477,Kuala Kedah,6.1,100.3,75.18,100,20,2.3,MY,2022-06-15 22:52:26
478,Dubrovnik,42.6481,18.0922,76.64,41,0,3.44,HR,2022-06-15 22:52:27
479,Pekan,3.4836,103.3996,73.51,92,47,4.03,MY,2022-06-15 22:52:27
480,La Reforma,25.0833,-108.05,88.18,50,0,11.43,MX,2022-06-15 22:52:27
481,Byron Bay,-28.65,153.6167,63.95,67,0,3.47,AU,2022-06-15 22:52:27
482,Poronaysk,49.2167,143.1167,61.61,52,87,3.53,RU,2022-06-15 22:52:28
483,Mozarlandia,-14.7447,-50.5706,77.67,56,63,4.12,BR,2022-06-15 22:52:28
484,Albury,-36.0833,146.9167,52.32,100,100,4.61,AU,2022-06-15 22:52:28
485,Khash,28.2211,61.2158,80.85,24,26,1.5,IR,2022-06-15 22:52:29
486,San Cristobal,7.7669,-72.225,78.98,89,56,4.27,VE,2022-06-15 22:52:29
487,Baie-Comeau,49.2168,-68.1489,73.08,40,0,11.5,CA,2022-06-15 22:51:24
488,Padang,-0.9492,100.3543,75.16,85,100,4.83,ID,2022-06-15 22:52:29
489,Hoquiam,46.9809,-123.8893,62.58,71,100,4.61,US,2022-06-15 22:52:30
490,Totness,5.8833,-56.3167,77.38,86,23,11.05,SR,2022-06-15 22:52:30
491,Ostrovnoy,68.0531,39.5131,44.85,86,98,10.6,RU,2022-06-15 22:52:30
492,Sassandra,4.95,-6.0833,74.59,93,100,11.14,CI,2022-06-15 22:52:31
493,Troitskoye,52.9821,84.6757,56.35,97,100,9.64,RU,2022-06-15 22:52:31
494,Peleduy,59.6289,112.7406,67.84,53,15,2.77,RU,2022-06-15 22:52:31
495,Walcz,53.2779,16.4712,52.75,90,92,5.86,PL,2022-06-15 22:52:32
496,Jinka,5.65,36.65,60.3,90,100,4.18,ET,2022-06-15 22:52:32
497,San Luis,-33.295,-66.3356,46.83,44,1,7.87,AR,2022-06-15 22:52:32
498,Tongliao,43.6125,122.2653,68.83,67,9,8.7,CN,2022-06-15 22:52:33
499,Ouro Preto Do Oeste,-10.7481,-62.2158,78.58,68,78,0.65,BR,2022-06-15 22:52:33
500,Radzyn Podlaski,51.7833,22.6167,51.69,88,14,4.14,PL,2022-06-15 22:52:33
501,Sola,-13.8833,167.55,81.32,74,96,19.57,VU,2022-06-15 22:52:34
502,Ati,13.2154,18.3353,90.59,30,40,6.78,TD,2022-06-15 22:52:34
503,Teya,60.3778,92.6267,60.93,95,65,3.13,RU,2022-06-15 22:53:34
504,Port Lincoln,-34.7333,135.8667,55.99,78,56,5.44,AU,2022-06-15 22:53:34
505,Belmonte,-15.8631,-38.8828,70.47,76,16,8.12,BR,2022-06-15 22:52:13
506,Diban,35.0365,40.5167,83.44,32,0,8.81,SY,2022-06-15 22:53:35
507,Balakhninskiy,58.0106,114.2769,64.89,62,87,1.81,RU,2022-06-15 22:53:35
508,Grindavik,63.8424,-22.4338,49.95,81,75,17.27,IS,2022-06-15 22:53:35
509,Kavaratti,10.5669,72.642,82.9,77,100,16.82,IN,2022-06-15 22:53:36
510,Pakxan,18.3778,103.6601,74.46,95,100,1.68,LA,2022-06-15 22:49:44
511,Salinopolis,-0.6136,-47.3561,79.18,78,87,12.46,BR,2022-06-15 22:53:36
512,Zhicheng,30.2956,111.5047,78.03,71,88,1.32,CN,2022-06-15 22:53:36
513,Samarai,-10.6167,150.6667,82.63,79,75,10.4,PG,2022-06-15 22:53:37
514,Plettenberg Bay,-34.0527,23.3716,49.64,76,75,6.69,ZA,2022-06-15 22:53:37
515,Bangui,4.3612,18.555,77.18,88,20,0.0,CF,2022-06-15 22:53:37
516,Pervomayskoye,43.919,46.7102,70.86,61,100,6.71,RU,2022-06-15 22:53:38
517,Muisne,0.6,-80.0333,75.7,83,92,11.3,EC,2022-06-15 22:53:38
518,Asau,46.4333,26.4,58.28,88,19,3.22,RO,2022-06-15 22:53:38
519,Newport,51.5877,-2.9984,59.25,76,16,4.85,GB,2022-06-15 22:53:38
520,Progreso,21.2833,-89.6667,81.93,72,68,20.24,MX,2022-06-15 22:53:39
521,Sao Paulo De Olivenca,-3.3783,-68.8725,72.55,95,61,0.29,BR,2022-06-15 22:53:39
522,Port Macquarie,-31.4333,152.9167,54.9,64,0,3.6,AU,2022-06-15 22:53:39
523,Porbandar,21.6422,69.6093,84.78,76,16,14.52,IN,2022-06-15 22:53:40
524,Chanderi,24.7167,78.1333,82.92,64,83,15.26,IN,2022-06-15 22:53:40
525,Paamiut,61.994,-49.6678,36.99,86,8,18.59,GL,2022-06-15 22:53:40
526,Lagos,6.5833,3.75,79.12,91,83,4.05,NG,2022-06-15 22:50:04
527,Sobolevo,54.4299,31.8996,48.74,92,6,7.87,RU,2022-06-15 22:53:41
528,Hofn,64.2539,-15.2082,49.71,80,25,15.39,IS,2022-06-15 22:53:41
529,Tabuk,17.4189,121.4443,77.0,89,100,3.13,PH,2022-06-15 22:53:41
530,Machali,-34.1833,-70.6667,52.88,66,40,8.05,CL,2022-06-15 22:53:41
531,Port Hardy,50.6996,-127.4199,57.38,72,75,5.75,CA,2022-06-15 22:53:42
532,Carbonia,39.1672,8.5222,75.0,54,40,2.26,IT,2022-06-15 22:53:42
533,Puerto Escondido,15.85,-97.0667,77.05,91,100,14.61,MX,2022-06-15 22:53:42
534,Pimentel,-6.8367,-79.9342,68.29,64,0,23.02,PE,2022-06-15 22:49:50
535,Kousseri,12.0769,15.0306,88.25,38,36,3.27,CM,2022-06-15 22:53:43
536,Qasigiannguit,68.8193,-51.1922,37.69,71,7,3.91,GL,2022-06-15 22:53:43
537,Sovetskiy,61.3614,63.5842,54.05,60,17,3.65,RU,2022-06-15 22:53:43
538,Linqiong,30.4159,103.4609,69.62,65,96,2.84,CN,2022-06-15 22:53:44
539,Kungurtug,50.5994,97.5228,56.41,86,33,0.76,RU,2022-06-15 22:53:44
540,Namibe,-15.1961,12.1522,63.91,82,10,1.79,AO,2022-06-15 22:53:44
